INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE
1054,T,08/03/2020,10:36:36,Unknown,57.505532,N,-4.095561,W,528,0,65.045602
1055,T,08/03/2020,10:36:37,Unknown,57.506039,N,-4.096087,W,527,0,65.110293
1056,T,08/03/2020,10:36:38,Unknown,57.50655,N,-4.096605,W,527,0,65.175022
1057,T,08/03/2020,10:36:39,Unknown,57.507061,N,-4.097117,W,526,0,65.2396
1058,T,08/03/2020,10:36:40,Unknown,57.507568,N,-4.09763,W,527,0,65.303843
1059,T,08/03/2020,10:36:41,Unknown,57.508071,N,-4.098145,W,527,0,65.367719
1060,T,08/03/2020,10:36:42,Unknown,57.508568,N,-4.098662,W,528,0,65.431176
1061,T,08/03/2020,10:36:43,Unknown,57.509062,N,-4.099179,W,529,0,65.494229
1062,T,08/03/2020,10:36:44,Unknown,57.509551,N,-4.099697,W,530,0,65.556861
1063,T,08/03/2020,10:36:45,Unknown,57.510035,N,-4.100217,W,531,0,65.619085
1064,T,08/03/2020,10:36:46,Unknown,57.510516,N,-4.100738,W,531,0,65.680972
1065,T,08/03/2020,10:36:47,Unknown,57.510994,N,-4.10126,W,532,0,65.742687
1066,T,08/03/2020,10:36:48,Unknown,57.511471,N,-4.10178,W,531,0,65.804285
1067,T,08/03/2020,10:36:49,Unknown,57.511949,N,-4.1023,W,531,0,65.86584
1068,T,08/03/2020,10:36:50,Unknown,57.512426,N,-4.102821,W,530,0,65.927397
1069,T,08/03/2020,10:36:51,Unknown,57.512901,N,-4.103347,W,529,0,65.988979
1070,T,08/03/2020,10:36:52,Unknown,57.513375,N,-4.103879,W,527,0,66.050595
1071,T,08/03/2020,10:36:53,Unknown,57.513848,N,-4.10442,W,525,0,66.112309
1072,T,08/03/2020,10:36:54,Unknown,57.51432,N,-4.104968,W,522,0,66.174227
1073,T,08/03/2020,10:36:55,Unknown,57.514792,N,-4.105523,W,520,0,66.236386
1074,T,08/03/2020,10:36:56,Unknown,57.515266,N,-4.106083,W,517,0,66.298919
1075,T,08/03/2020,10:36:57,Unknown,57.515744,N,-4.106647,W,514,0,66.36189
1076,T,08/03/2020,10:36:58,Unknown,57.516226,N,-4.107212,W,511,0,66.425283
1077,T,08/03/2020,10:36:59,Unknown,57.516711,N,-4.10778,W,508,0,66.489069
1078,T,08/03/2020,10:37:00,Unknown,57.517199,N,-4.108347,W,505,0,66.553157
1079,T,08/03/2020,10:37:01,Unknown,57.517691,N,-4.108915,W,502,0,66.617522
1080,T,08/03/2020,10:37:02,Unknown,57.518184,N,-4.109486,W,501,0,66.682191
1081,T,08/03/2020,10:37:03,Unknown,57.518679,N,-4.110061,W,499,0,66.747104
1082,T,08/03/2020,10:37:04,Unknown,57.519173,N,-4.110643,W,498,0,66.812174
1083,T,08/03/2020,10:37:05,Unknown,57.519667,N,-4.111229,W,497,0,66.877462
1084,T,08/03/2020,10:37:06,Unknown,57.520164,N,-4.111815,W,497,0,66.942941
1085,T,08/03/2020,10:37:07,Unknown,57.520664,N,-4.112397,W,496,0,67.00855
1086,T,08/03/2020,10:37:08,Unknown,57.521165,N,-4.112975,W,497,0,67.074129
1087,T,08/03/2020,10:37:09,Unknown,57.521665,N,-4.113549,W,499,0,67.13955
1088,T,08/03/2020,10:37:10,Unknown,57.522161,N,-4.114125,W,503,0,67.204548
1089,T,08/03/2020,10:37:11,Unknown,57.522651,N,-4.1147,W,506,0,67.2691
1090,T,08/03/2020,10:37:12,Unknown,57.52314,N,-4.115269,W,509,0,67.333238
1091,T,08/03/2020,10:37:13,Unknown,57.523626,N,-4.11583,W,512,0,67.396911
1092,T,08/03/2020,10:37:14,Unknown,57.52411,N,-4.116385,W,516,0,67.460153
1093,T,08/03/2020,10:37:15,Unknown,57.524591,N,-4.116934,W,519,0,67.523002
1094,T,08/03/2020,10:37:16,Unknown,57.525072,N,-4.117476,W,521,0,67.585616
1095,T,08/03/2020,10:37:17,Unknown,57.525554,N,-4.118009,W,524,0,67.647987
1096,T,08/03/2020,10:37:18,Unknown,57.526035,N,-4.118535,W,527,0,67.710103
1097,T,08/03/2020,10:37:19,Unknown,57.526514,N,-4.11906,W,529,0,67.771926
1098,T,08/03/2020,10:37:20,Unknown,57.52699,N,-4.119583,W,531,0,67.833465
1099,T,08/03/2020,10:37:21,Unknown,57.527465,N,-4.120104,W,534,0,67.894782
1100,T,08/03/2020,10:37:22,Unknown,57.527938,N,-4.120623,W,535,0,67.955914
1101,T,08/03/2020,10:37:23,Unknown,57.528409,N,-4.121144,W,536,0,68.016877
1102,T,08/03/2020,10:37:24,Unknown,57.528876,N,-4.121669,W,537,0,68.077673
1103,T,08/03/2020,10:37:25,Unknown,57.52934,N,-4.122202,W,538,0,68.138317
1104,T,08/03/2020,10:37:26,Unknown,57.5298,N,-4.122743,W,538,0,68.19884
1105,T,08/03/2020,10:37:27,Unknown,57.530255,N,-4.123294,W,537,0,68.2593
1106,T,08/03/2020,10:37:28,Unknown,57.53071,N,-4.123848,W,537,0,68.319821
1107,T,08/03/2020,10:37:29,Unknown,57.531168,N,-4.124401,W,536,0,68.380518
1108,T,08/03/2020,10:37:30,Unknown,57.531625,N,-4.124954,W,536,0,68.441272
1109,T,08/03/2020,10:37:31,Unknown,57.532082,N,-4.125512,W,535,0,68.5021
1110,T,08/03/2020,10:37:32,Unknown,57.532539,N,-4.126073,W,535,0,68.562935
1111,T,08/03/2020,10:37:33,Unknown,57.532993,N,-4.126638,W,535,0,68.623728
1112,T,08/03/2020,10:37:34,Unknown,57.533446,N,-4.127206,W,534,0,68.684491
1113,T,08/03/2020,10:37:35,Unknown,57.533902,N,-4.127766,W,534,0,68.74533
1114,T,08/03/2020,10:37:36,Unknown,57.534361,N,-4.12832,W,535,0,68.80624
1115,T,08/03/2020,10:37:37,Unknown,57.53482,N,-4.128873,W,536,0,68.867092
1116,T,08/03/2020,10:37:38,Unknown,57.53528,N,-4.129422,W,536,0,68.927886
1117,T,08/03/2020,10:37:39,Unknown,57.53574,N,-4.129968,W,536,0,68.988608
1118,T,08/03/2020,10:37:40,Unknown,57.536201,N,-4.130511,W,536,0,69.049333
1119,T,08/03/2020,10:37:41,Unknown,57.536665,N,-4.131048,W,536,0,69.110133
1120,T,08/03/2020,10:37:42,Unknown,57.537133,N,-4.131581,W,535,0,69.171196
1121,T,08/03/2020,10:37:43,Unknown,57.537604,N,-4.132114,W,535,0,69.232526
1122,T,08/03/2020,10:37:44,Unknown,57.538078,N,-4.132647,W,534,0,69.294147
1123,T,08/03/2020,10:37:45,Unknown,57.538555,N,-4.133179,W,533,0,69.356021
1124,T,08/03/2020,10:37:46,Unknown,57.539033,N,-4.133713,W,533,0,69.418104
1125,T,08/03/2020,10:37:47,Unknown,57.539513,N,-4.134246,W,532,0,69.480313
1126,T,08/03/2020,10:37:48,Unknown,57.539994,N,-4.134779,W,532,0,69.542565
1127,T,08/03/2020,10:37:49,Unknown,57.540475,N,-4.13531,W,531,0,69.604819
1128,T,08/03/2020,10:37:50,Unknown,57.540956,N,-4.135839,W,531,0,69.666962
1129,T,08/03/2020,10:37:51,Unknown,57.541433,N,-4.136368,W,532,0,69.728833
1130,T,08/03/2020,10:37:52,Unknown,57.541907,N,-4.1369,W,532,0,69.790399
1131,T,08/03/2020,10:37:53,Unknown,57.542379,N,-4.137429,W,533,0,69.851736
1132,T,08/03/2020,10:37:54,Unknown,57.542851,N,-4.137953,W,534,0,69.91285
1133,T,08/03/2020,10:37:55,Unknown,57.543321,N,-4.138472,W,535,0,69.973723
1134,T,08/03/2020,10:37:56,Unknown,57.54379,N,-4.13899,W,535,0,70.034332
1135,T,08/03/2020,10:37:57,Unknown,57.544256,N,-4.139509,W,535,0,70.09479
1136,T,08/03/2020,10:37:58,Unknown,57.544719,N,-4.140035,W,535,0,70.155203
1137,T,08/03/2020,10:37:59,Unknown,57.545181,N,-4.140567,W,535,0,70.215687
1138,T,08/03/2020,10:38:00,Unknown,57.545641,N,-4.141108,W,534,0,70.276217
1139,T,08/03/2020,10:38:01,Unknown,57.546099,N,-4.141657,W,533,0,70.336827
1140,T,08/03/2020,10:38:02,Unknown,57.546555,N,-4.142213,W,533,0,70.397492
1141,T,08/03/2020,10:38:03,Unknown,57.547008,N,-4.14278,W,533,0,70.458223
1142,T,08/03/2020,10:38:04,Unknown,57.547458,N,-4.143356,W,532,0,70.518985
1143,T,08/03/2020,10:38:05,Unknown,57.547908,N,-4.143935,W,532,0,70.579862
1144,T,08/03/2020,10:38:06,Unknown,57.548361,N,-4.144511,W,532,0,70.640905
1145,T,08/03/2020,10:38:07,Unknown,57.548818,N,-4.14508,W,531,0,70.702115
1146,T,08/03/2020,10:38:08,Unknown,57.54928,N,-4.14564,W,531,0,70.763478
1147,T,08/03/2020,10:38:09,Unknown,57.549746,N,-4.14619,W,532,0,70.824892
1148,T,08/03/2020,10:38:10,Unknown,57.550216,N,-4.14673,W,532,0,70.886306
1149,T,08/03/2020,10:38:11,Unknown,57.550687,N,-4.147265,W,532,0,70.947696
1150,T,08/03/2020,10:38:12,Unknown,57.551159,N,-4.147794,W,532,0,71.009075
1151,T,08/03/2020,10:38:13,Unknown,57.551636,N,-4.148315,W,532,0,71.070559
1152,T,08/03/2020,10:38:14,Unknown,57.552115,N,-4.148828,W,532,0,71.13213
1153,T,08/03/2020,10:38:15,Unknown,57.552597,N,-4.149338,W,533,0,71.193783
1154,T,08/03/2020,10:38:16,Unknown,57.55308,N,-4.149845,W,533,0,71.255486
1155,T,08/03/2020,10:38:17,Unknown,57.553561,N,-4.150357,W,533,0,71.317129
1156,T,08/03/2020,10:38:18,Unknown,57.554038,N,-4.150875,W,533,0,71.378606
1157,T,08/03/2020,10:38:19,Unknown,57.55451,N,-4.151406,W,533,0,71.439928
1158,T,08/03/2020,10:38:20,Unknown,57.554973,N,-4.151953,W,533,0,71.500999
1159,T,08/03/2020,10:38:21,Unknown,57.555432,N,-4.152509,W,532,0,71.561928
1160,T,08/03/2020,10:38:22,Unknown,57.555889,N,-4.153069,W,532,0,71.622807
1161,T,08/03/2020,10:38:23,Unknown,57.556347,N,-4.153625,W,532,0,71.68369
1162,T,08/03/2020,10:38:24,Unknown,57.556807,N,-4.154182,W,532,0,71.744668
1163,T,08/03/2020,10:38:25,Unknown,57.557266,N,-4.154739,W,531,0,71.805706
1164,T,08/03/2020,10:38:26,Unknown,57.557728,N,-4.155293,W,531,0,71.866857
1165,T,08/03/2020,10:38:27,Unknown,57.558193,N,-4.155844,W,530,0,71.928161
1166,T,08/03/2020,10:38:28,Unknown,57.558658,N,-4.156397,W,529,0,71.989546
1167,T,08/03/2020,10:38:29,Unknown,57.559123,N,-4.156951,W,528,0,72.051022
1168,T,08/03/2020,10:38:30,Unknown,57.559589,N,-4.157507,W,528,0,72.112577
1169,T,08/03/2020,10:38:31,Unknown,57.560055,N,-4.158062,W,527,0,72.174182
1170,T,08/03/2020,10:38:32,Unknown,57.560523,N,-4.158617,W,527,0,72.235874
1171,T,08/03/2020,10:38:33,Unknown,57.560993,N,-4.159167,W,526,0,72.297652
1172,T,08/03/2020,10:38:34,Unknown,57.561466,N,-4.159713,W,526,0,72.359634
1173,T,08/03/2020,10:38:35,Unknown,57.561944,N,-4.160251,W,526,0,72.421801
1174,T,08/03/2020,10:38:36,Unknown,57.562425,N,-4.160785,W,525,0,72.484124
1175,T,08/03/2020,10:38:37,Unknown,57.562907,N,-4.16132,W,525,0,72.546507
1176,T,08/03/2020,10:38:38,Unknown,57.563388,N,-4.161857,W,525,0,72.608901
1177,T,08/03/2020,10:38:39,Unknown,57.563866,N,-4.162399,W,526,0,72.671221
1178,T,08/03/2020,10:38:40,Unknown,57.564343,N,-4.162944,W,526,0,72.733456
1179,T,08/03/2020,10:38:41,Unknown,57.564816,N,-4.163495,W,526,0,72.795537
1180,T,08/03/2020,10:38:42,Unknown,57.565286,N,-4.164048,W,527,0,72.857456
1181,T,08/03/2020,10:38:43,Unknown,57.565755,N,-4.164604,W,527,0,72.91927
1182,T,08/03/2020,10:38:44,Unknown,57.56622,N,-4.165162,W,527,0,72.980882
1183,T,08/03/2020,10:38:45,Unknown,57.566683,N,-4.165722,W,528,0,73.042319
1184,T,08/03/2020,10:38:46,Unknown,57.567142,N,-4.166289,W,528,0,73.103562
1185,T,08/03/2020,10:38:47,Unknown,57.567597,N,-4.16686,W,528,0,73.164661
1186,T,08/03/2020,10:38:48,Unknown,57.568053,N,-4.167429,W,527,0,73.225674
1187,T,08/03/2020,10:38:49,Unknown,57.568509,N,-4.167992,W,528,0,73.286628
1188,T,08/03/2020,10:38:50,Unknown,57.568968,N,-4.168549,W,528,0,73.347553
1189,T,08/03/2020,10:38:51,Unknown,57.569432,N,-4.169095,W,529,0,73.408625
1190,T,08/03/2020,10:38:52,Unknown,57.569904,N,-4.169627,W,529,0,73.470026
1191,T,08/03/2020,10:38:53,Unknown,57.570383,N,-4.170147,W,530,0,73.531753
1192,T,08/03/2020,10:38:54,Unknown,57.570866,N,-4.170662,W,530,0,73.59372
1193,T,08/03/2020,10:38:55,Unknown,57.571351,N,-4.171179,W,530,0,73.655885
1194,T,08/03/2020,10:38:56,Unknown,57.571836,N,-4.171699,W,529,0,73.718144
1195,T,08/03/2020,10:38:57,Unknown,57.57232,N,-4.172224,W,529,0,73.780464
1196,T,08/03/2020,10:38:58,Unknown,57.572802,N,-4.172758,W,528,0,73.842834
1197,T,08/03/2020,10:38:59,Unknown,57.573283,N,-4.173297,W,527,0,73.905309
1198,T,08/03/2020,10:39:00,Unknown,57.573763,N,-4.17384,W,526,0,73.967831
1199,T,08/03/2020,10:39:01,Unknown,57.574243,N,-4.174384,W,524,0,74.030397
1200,T,08/03/2020,10:39:02,Unknown,57.574723,N,-4.17493,W,523,0,74.092956
1201,T,08/03/2020,10:39:03,Unknown,57.575201,N,-4.175479,W,522,0,74.155448
1202,T,08/03/2020,10:39:04,Unknown,57.575677,N,-4.176033,W,522,0,74.217856
1203,T,08/03/2020,10:39:05,Unknown,57.576148,N,-4.176592,W,521,0,74.280091
1204,T,08/03/2020,10:39:06,Unknown,57.576617,N,-4.177156,W,520,0,74.342139
1205,T,08/03/2020,10:39:07,Unknown,57.577083,N,-4.177723,W,519,0,74.404086
1206,T,08/03/2020,10:39:08,Unknown,57.577548,N,-4.178291,W,519,0,74.466014
1207,T,08/03/2020,10:39:09,Unknown,57.578013,N,-4.178862,W,518,0,74.527995
1208,T,08/03/2020,10:39:10,Unknown,57.578479,N,-4.179435,W,517,0,74.590067
1209,T,08/03/2020,10:39:11,Unknown,57.578943,N,-4.180014,W,516,0,74.65221
1210,T,08/03/2020,10:39:12,Unknown,57.579406,N,-4.180599,W,514,0,74.714495
1211,T,08/03/2020,10:39:13,Unknown,57.579869,N,-4.181187,W,513,0,74.776881
1212,T,08/03/2020,10:39:14,Unknown,57.580332,N,-4.181777,W,512,0,74.839306
1213,T,08/03/2020,10:39:15,Unknown,57.580794,N,-4.18237,W,511,0,74.901711
1214,T,08/03/2020,10:39:16,Unknown,57.581255,N,-4.182964,W,511,0,74.96412
1215,T,08/03/2020,10:39:17,Unknown,57.581715,N,-4.183559,W,511,0,75.026403
1216,T,08/03/2020,10:39:18,Unknown,57.582173,N,-4.184154,W,511,0,75.088486
1217,T,08/03/2020,10:39:19,Unknown,57.582629,N,-4.184747,W,511,0,75.150437
1218,T,08/03/2020,10:39:20,Unknown,57.58309,N,-4.185327,W,512,0,75.212323
1219,T,08/03/2020,10:39:21,Unknown,57.583561,N,-4.185881,W,512,0,75.274288
1220,T,08/03/2020,10:39:22,Unknown,57.584046,N,-4.186397,W,513,0,75.336468
1221,T,08/03/2020,10:39:23,Unknown,57.584549,N,-4.186864,W,514,0,75.398943
1222,T,08/03/2020,10:39:24,Unknown,57.585067,N,-4.187278,W,515,0,75.461731
1223,T,08/03/2020,10:39:25,Unknown,57.5856,N,-4.187638,W,516,0,75.52484
1224,T,08/03/2020,10:39:26,Unknown,57.586147,N,-4.187942,W,518,0,75.588311
1225,T,08/03/2020,10:39:27,Unknown,57.586705,N,-4.188187,W,519,0,75.652189
1226,T,08/03/2020,10:39:28,Unknown,57.587275,N,-4.188369,W,520,0,75.716511
1227,T,08/03/2020,10:39:29,Unknown,57.587853,N,-4.188487,W,520,0,75.781309
1228,T,08/03/2020,10:39:30,Unknown,57.588439,N,-4.188545,W,521,0,75.846545
1229,T,08/03/2020,10:39:31,Unknown,57.589029,N,-4.188541,W,521,0,75.912243
1230,T,08/03/2020,10:39:32,Unknown,57.589622,N,-4.18848,W,522,0,75.978357
1231,T,08/03/2020,10:39:33,Unknown,57.590216,N,-4.188367,W,522,0,76.044854
1232,T,08/03/2020,10:39:34,Unknown,57.590811,N,-4.188205,W,522,0,76.111745
1233,T,08/03/2020,10:39:35,Unknown,57.591404,N,-4.187991,W,523,0,76.179034
1234,T,08/03/2020,10:39:36,Unknown,57.591995,N,-4.187726,W,523,0,76.246688
1235,T,08/03/2020,10:39:37,Unknown,57.592583,N,-4.187409,W,523,0,76.314785
1236,T,08/03/2020,10:39:38,Unknown,57.593166,N,-4.187041,W,523,0,76.383312
1237,T,08/03/2020,10:39:39,Unknown,57.593743,N,-4.186623,W,522,0,76.452271
1238,T,08/03/2020,10:39:40,Unknown,57.594313,N,-4.186158,W,522,0,76.521534
1239,T,08/03/2020,10:39:41,Unknown,57.594875,N,-4.185651,W,522,0,76.591024
1240,T,08/03/2020,10:39:42,Unknown,57.595428,N,-4.185101,W,522,0,76.660718
1241,T,08/03/2020,10:39:43,Unknown,57.595969,N,-4.184504,W,521,0,76.730659
1242,T,08/03/2020,10:39:44,Unknown,57.596497,N,-4.183861,W,521,0,76.800852
1243,T,08/03/2020,10:39:45,Unknown,57.597012,N,-4.183176,W,521,0,76.871293
1244,T,08/03/2020,10:39:46,Unknown,57.597514,N,-4.182454,W,522,0,76.941848
1245,T,08/03/2020,10:39:47,Unknown,57.598004,N,-4.1817,W,522,0,77.012495
1246,T,08/03/2020,10:39:48,Unknown,57.598479,N,-4.180915,W,523,0,77.083181
1247,T,08/03/2020,10:39:49,Unknown,57.598939,N,-4.180099,W,524,0,77.153843
1248,T,08/03/2020,10:39:50,Unknown,57.599384,N,-4.179252,W,524,0,77.224546
1249,T,08/03/2020,10:39:51,Unknown,57.599811,N,-4.178374,W,524,0,77.295273
1250,T,08/03/2020,10:39:52,Unknown,57.60022,N,-4.177467,W,525,0,77.366022
1251,T,08/03/2020,10:39:53,Unknown,57.600612,N,-4.176532,W,525,0,77.436831
1252,T,08/03/2020,10:39:54,Unknown,57.600985,N,-4.175569,W,524,0,77.507682
1253,T,08/03/2020,10:39:55,Unknown,57.601337,N,-4.174579,W,524,0,77.578595
1254,T,08/03/2020,10:39:56,Unknown,57.60167,N,-4.173564,W,524,0,77.649544
1255,T,08/03/2020,10:39:57,Unknown,57.601982,N,-4.172526,W,523,0,77.72055
1256,T,08/03/2020,10:39:58,Unknown,57.602273,N,-4.171466,W,522,0,77.791575
1257,T,08/03/2020,10:39:59,Unknown,57.602543,N,-4.170386,W,522,0,77.86264
1258,T,08/03/2020,10:40:00,Unknown,57.602791,N,-4.169288,W,521,0,77.933707
1259,T,08/03/2020,10:40:01,Unknown,57.603017,N,-4.168174,W,520,0,78.004784
1260,T,08/03/2020,10:40:02,Unknown,57.603223,N,-4.167045,W,519,0,78.075889
1261,T,08/03/2020,10:40:03,Unknown,57.603408,N,-4.165904,W,519,0,78.14698
1262,T,08/03/2020,10:40:04,Unknown,57.603571,N,-4.164753,W,519,0,78.218006
1263,T,08/03/2020,10:40:05,Unknown,57.603711,N,-4.163594,W,518,0,78.288884
1264,T,08/03/2020,10:40:06,Unknown,57.603825,N,-4.162428,W,518,0,78.359588
1265,T,08/03/2020,10:40:07,Unknown,57.603907,N,-4.161256,W,517,0,78.430064
1266,T,08/03/2020,10:40:08,Unknown,57.603953,N,-4.160081,W,516,0,78.500303
1267,T,08/03/2020,10:40:09,Unknown,57.603963,N,-4.158909,W,515,0,78.570239
1268,T,08/03/2020,10:40:10,Unknown,57.603936,N,-4.157742,W,515,0,78.639887
1269,T,08/03/2020,10:40:11,Unknown,57.603871,N,-4.156588,W,514,0,78.709118
1270,T,08/03/2020,10:40:12,Unknown,57.603769,N,-4.155451,W,515,0,78.777854
1271,T,08/03/2020,10:40:13,Unknown,57.60363,N,-4.154339,W,515,0,78.845994
1272,T,08/03/2020,10:40:14,Unknown,57.603455,N,-4.153255,W,516,0,78.913483
1273,T,08/03/2020,10:40:15,Unknown,57.603246,N,-4.152205,W,516,0,78.980313
1274,T,08/03/2020,10:40:16,Unknown,57.603005,N,-4.151191,W,516,0,79.046461
1275,T,08/03/2020,10:40:17,Unknown,57.602735,N,-4.150216,W,517,0,79.11191
1276,T,08/03/2020,10:40:18,Unknown,57.602438,N,-4.149283,W,517,0,79.176676
1277,T,08/03/2020,10:40:19,Unknown,57.602117,N,-4.148391,W,518,0,79.240755
1278,T,08/03/2020,10:40:20,Unknown,57.601774,N,-4.147545,W,518,0,79.304036
1279,T,08/03/2020,10:40:21,Unknown,57.601411,N,-4.146747,W,519,0,79.366466
1280,T,08/03/2020,10:40:22,Unknown,57.601027,N,-4.146001,W,519,0,79.428107
1281,T,08/03/2020,10:40:23,Unknown,57.600627,N,-4.145305,W,520,0,79.48903
1282,T,08/03/2020,10:40:24,Unknown,57.600212,N,-4.144656,W,520,0,79.549317
1283,T,08/03/2020,10:40:25,Unknown,57.599784,N,-4.144054,W,519,0,79.608961
1284,T,08/03/2020,10:40:26,Unknown,57.599346,N,-4.143495,W,519,0,79.667998
1285,T,08/03/2020,10:40:27,Unknown,57.598903,N,-4.14296,W,518,0,79.726734
1286,T,08/03/2020,10:40:28,Unknown,57.598458,N,-4.142435,W,518,0,79.785403
1287,T,08/03/2020,10:40:29,Unknown,57.598009,N,-4.141918,W,517,0,79.844088
1288,T,08/03/2020,10:40:30,Unknown,57.597559,N,-4.141407,W,516,0,79.902757
1289,T,08/03/2020,10:40:31,Unknown,57.597107,N,-4.140898,W,515,0,79.961482
1290,T,08/03/2020,10:40:32,Unknown,57.596655,N,-4.14039,W,515,0,80.020255
1291,T,08/03/2020,10:40:33,Unknown,57.596203,N,-4.139879,W,514,0,80.079075
1292,T,08/03/2020,10:40:34,Unknown,57.595751,N,-4.139365,W,513,0,80.137968
1293,T,08/03/2020,10:40:35,Unknown,57.595301,N,-4.138844,W,513,0,80.196953
1294,T,08/03/2020,10:40:36,Unknown,57.594851,N,-4.138316,W,512,0,80.256088
1295,T,08/03/2020,10:40:37,Unknown,57.594402,N,-4.137783,W,511,0,80.315327
1296,T,08/03/2020,10:40:38,Unknown,57.593952,N,-4.137252,W,510,0,80.374638
1297,T,08/03/2020,10:40:39,Unknown,57.5935,N,-4.136729,W,509,0,80.433875
1298,T,08/03/2020,10:40:40,Unknown,57.593044,N,-4.136219,W,508,0,80.493018
1299,T,08/03/2020,10:40:41,Unknown,57.592585,N,-4.135723,W,507,0,80.552037
1300,T,08/03/2020,10:40:42,Unknown,57.592125,N,-4.135235,W,506,0,80.610992
1301,T,08/03/2020,10:40:43,Unknown,57.591664,N,-4.134748,W,505,0,80.669932
1302,T,08/03/2020,10:40:44,Unknown,57.591204,N,-4.13426,W,505,0,80.728882
1303,T,08/03/2020,10:40:45,Unknown,57.590743,N,-4.133774,W,505,0,80.787752
1304,T,08/03/2020,10:40:46,Unknown,57.590285,N,-4.133288,W,504,0,80.846498
1305,T,08/03/2020,10:40:47,Unknown,57.589828,N,-4.132798,W,505,0,80.905144
1306,T,08/03/2020,10:40:48,Unknown,57.589374,N,-4.132303,W,506,0,80.963654
1307,T,08/03/2020,10:40:49,Unknown,57.588922,N,-4.131804,W,507,0,81.022145
1308,T,08/03/2020,10:40:50,Unknown,57.588471,N,-4.131301,W,508,0,81.080611
1309,T,08/03/2020,10:40:51,Unknown,57.588022,N,-4.130793,W,508,0,81.139077
1310,T,08/03/2020,10:40:52,Unknown,57.587574,N,-4.130281,W,508,0,81.197569
1311,T,08/03/2020,10:40:53,Unknown,57.587126,N,-4.129767,W,508,0,81.25609
1312,T,08/03/2020,10:40:54,Unknown,57.586678,N,-4.129255,W,507,0,81.314623
1313,T,08/03/2020,10:40:55,Unknown,57.586227,N,-4.128749,W,507,0,81.373182
1314,T,08/03/2020,10:40:56,Unknown,57.585773,N,-4.128254,W,506,0,81.431741
1315,T,08/03/2020,10:40:57,Unknown,57.585316,N,-4.127767,W,505,0,81.490279
1316,T,08/03/2020,10:40:58,Unknown,57.584857,N,-4.127287,W,504,0,81.548893
1317,T,08/03/2020,10:40:59,Unknown,57.584396,N,-4.12681,W,503,0,81.607525
1318,T,08/03/2020,10:41:00,Unknown,57.583936,N,-4.126335,W,503,0,81.666099
1319,T,08/03/2020,10:41:01,Unknown,57.583476,N,-4.125863,W,503,0,81.724522
1320,T,08/03/2020,10:41:02,Unknown,57.583017,N,-4.125391,W,503,0,81.782853
1321,T,08/03/2020,10:41:03,Unknown,57.582561,N,-4.124914,W,504,0,81.841095
1322,T,08/03/2020,10:41:04,Unknown,57.582108,N,-4.124427,W,504,0,81.899283
1323,T,08/03/2020,10:41:05,Unknown,57.581659,N,-4.123927,W,504,0,81.957496
1324,T,08/03/2020,10:41:06,Unknown,57.581214,N,-4.123414,W,505,0,82.015687
1325,T,08/03/2020,10:41:07,Unknown,57.580774,N,-4.12289,W,507,0,82.073802
1326,T,08/03/2020,10:41:08,Unknown,57.580338,N,-4.122359,W,508,0,82.131821
1327,T,08/03/2020,10:41:09,Unknown,57.579904,N,-4.121823,W,510,0,82.189688
1328,T,08/03/2020,10:41:10,Unknown,57.579473,N,-4.121286,W,512,0,82.24742
1329,T,08/03/2020,10:41:11,Unknown,57.579043,N,-4.12075,W,514,0,82.304993
1330,T,08/03/2020,10:41:12,Unknown,57.578613,N,-4.120218,W,515,0,82.362407
1331,T,08/03/2020,10:41:13,Unknown,57.578183,N,-4.119689,W,516,0,82.419768
1332,T,08/03/2020,10:41:14,Unknown,57.577751,N,-4.119166,W,516,0,82.477129
1333,T,08/03/2020,10:41:15,Unknown,57.577316,N,-4.118649,W,516,0,82.534524
1334,T,08/03/2020,10:41:16,Unknown,57.576876,N,-4.118142,W,516,0,82.592064
1335,T,08/03/2020,10:41:17,Unknown,57.576432,N,-4.117645,W,514,0,82.649727
1336,T,08/03/2020,10:41:18,Unknown,57.575985,N,-4.117148,W,513,0,82.707682
1337,T,08/03/2020,10:41:19,Unknown,57.575538,N,-4.116647,W,512,0,82.765779
1338,T,08/03/2020,10:41:20,Unknown,57.57509,N,-4.116145,W,511,0,82.823981
1339,T,08/03/2020,10:41:21,Unknown,57.574641,N,-4.11564,W,511,0,82.882288
1340,T,08/03/2020,10:41:22,Unknown,57.574193,N,-4.115132,W,511,0,82.940696
1341,T,08/03/2020,10:41:23,Unknown,57.573744,N,-4.114619,W,510,0,82.999239
1342,T,08/03/2020,10:41:24,Unknown,57.573296,N,-4.1141,W,510,0,83.057935
1343,T,08/03/2020,10:41:25,Unknown,57.57285,N,-4.113576,W,510,0,83.116697
1344,T,08/03/2020,10:41:26,Unknown,57.572404,N,-4.113049,W,510,0,83.175423
1345,T,08/03/2020,10:41:27,Unknown,57.571961,N,-4.112518,W,511,0,83.23409
1346,T,08/03/2020,10:41:28,Unknown,57.571518,N,-4.111985,W,513,0,83.292765
1347,T,08/03/2020,10:41:29,Unknown,57.571077,N,-4.111448,W,514,0,83.35136
1348,T,08/03/2020,10:41:30,Unknown,57.570639,N,-4.11091,W,515,0,83.409815
1349,T,08/03/2020,10:41:31,Unknown,57.570201,N,-4.110375,W,516,0,83.468032
